id,time,value
5,2024:11:12 15:50:05,246.1
1,2024:11:12 15:51:05,265.1
2,2024:11:12 15:51:05,43.9
3,2024:11:12 15:51:05,460.8
4,2024:11:12 15:51:05,502.1
5,2024:11:12 15:51:05,239.0
1,2024:11:12 15:52:05,212.2
2,2024:11:12 15:52:05,46.6
3,2024:11:12 15:52:05,8.2
4,2024:11:12 15:52:05,200.9
5,2024:11:12 15:52:05,235.1
1,2024:11:12 15:53:05,361.8
2,2024:11:12 15:53:05,6.4
3,2024:11:12 15:53:05,313.1
4,2024:11:12 15:53:05,519.7
5,2024:11:12 15:53:05,232.8
1,2024:11:12 15:54:05,353.5
2,2024:11:12 15:54:05,762.9
3,2024:11:12 15:54:05,396.5
4,2024:11:12 15:54:05,419.3
5,2024:11:12 15:54:05,151.5
1,2024:11:12 15:55:05,409.0
2,2024:11:12 15:55:05,39.1
3,2024:11:12 15:55:05,512.0
4,2024:11:12 15:55:05,422.9
5,2024:11:12 15:55:05,201.2
1,2024:11:12 15:56:05,204.4
2,2024:11:12 15:56:05,791.1
3,2024:11:12 15:56:05,457.3
4,2024:11:12 15:56:05,474.9
5,2024:11:12 15:56:05,238.5
1,2024:11:12 15:57:05,329.9
2,2024:11:12 15:57:05,37.4
3,2024:11:12 15:57:05,392.3
4,2024:11:12 15:57:05,443.3
5,2024:11:12 15:57:05,184.0
1,2024:11:12 15:58:05,374.8
2,2024:11:12 15:58:05,38.0
3,2024:11:12 15:58:05,415.1
4,2024:11:12 15:58:05,362.6
5,2024:11:12 15:58:05,218.0
1,2024:11:12 15:59:05,550.1
2,2024:11:12 15:59:05,44.7
3,2024:11:12 15:59:05,490.9
4,2024:11:12 15:59:05,527.6
5,2024:11:12 15:59:05,62.8
1,2024:11:12 16:00:05,405.8
2,2024:11:12 16:00:05,50.2
3,2024:11:12 16:00:05,664.8
4,2024:11:12 16:00:05,477.1
5,2024:11:12 16:00:05,230.7
1,2024:11:12 16:01:05,639.6
2,2024:11:12 16:01:05,47.6
3,2024:11:12 16:01:05,40.3
4,2024:11:12 16:01:05,786.1
5,2024:11:12 16:01:05,54.8
1,2024:11:12 16:02:05,477.2
2,2024:11:12 16:02:05,754.3
3,2024:11:12 16:02:05,103.7
4,2024:11:12 16:02:05,381.3
5,2024:11:12 16:02:05,351.5
1,2024:11:12 16:03:05,384.9
2,2024:11:12 16:03:05,44.8
3,2024:11:12 16:03:05,5.9
4,2024:11:12 16:03:05,411.8
5,2024:11:12 16:03:05,157.2
1,2024:11:12 16:04:05,413.8
2,2024:11:12 16:04:05,50.4
3,2024:11:12 16:04:05,367.3
4,2024:11:12 16:04:05,527.2
5,2024:11:12 16:04:05,550.6
1,2024:11:12 16:05:05,417.7
2,2024:11:12 16:05:05,51.6
3,2024:11:12 16:05:05,40.3
4,2024:11:12 16:05:05,536.2
5,2024:11:12 16:05:05,44.5
1,2024:11:12 16:06:05,424.7
2,2024:11:12 16:06:05,42.4
3,2024:11:12 16:06:05,50.0
4,2024:11:12 16:06:05,80.6
5,2024:11:12 16:06:05,170.1
1,2024:11:12 16:07:05,365.2
2,2024:11:12 16:07:05,281.2
3,2024:11:12 16:07:05,44.2
4,2024:11:12 16:07:05,102.5
5,2024:11:12 16:07:05,361.5
1,2024:11:12 16:08:05,106.8
2,2024:11:12 16:08:05,278.7
3,2024:11:12 16:08:05,509.1
4,2024:11:12 16:08:05,451.3
5,2024:11:12 16:08:05,216.1
1,2024:11:12 16:09:05,466.9
2,2024:11:12 16:09:05,39.5
3,2024:11:12 16:09:05,517.6
4,2024:11:12 16:09:05,3.4
5,2024:11:12 16:09:05,142.7
1,2024:11:12 16:10:05,414.3
2,2024:11:12 16:10:05,7.2
3,2024:11:12 16:10:05,67.4
4,2024:11:12 16:10:05,651.7
5,2024:11:12 16:10:05,637.4
1,2024:11:12 16:11:05,37.4
2,2024:11:12 16:11:05,49.2
3,2024:11:12 16:11:05,467.6
4,2024:11:12 16:11:05,451.9
5,2024:11:12 16:11:05,249.1
1,2024:11:12 16:12:05,202.6
2,2024:11:12 16:12:05,642.3
3,2024:11:12 16:12:05,396.7
4,2024:11:12 16:12:05,749.1
5,2024:11:12 16:12:05,594.3
1,2024:11:12 16:13:05,300.4
2,2024:11:12 16:13:05,41.9
3,2024:11:12 16:13:05,455.8
4,2024:11:12 16:13:05,177.1
5,2024:11:12 16:13:05,210.7
1,2024:11:12 16:14:05,450.7
2,2024:11:12 16:14:05,47.9
3,2024:11:12 16:14:05,661.4
4,2024:11:12 16:14:05,355.5
5,2024:11:12 16:14:05,182.8
1,2024:11:12 16:15:05,396.2
2,2024:11:12 16:15:05,571.3
3,2024:11:12 16:15:05,459.3
4,2024:11:12 16:15:05,2.5
5,2024:11:12 16:15:05,535.0
1,2024:11:12 16:16:05,505.4
2,2024:11:12 16:16:05,264.7
3,2024:11:12 16:16:05,484.7
4,2024:11:12 16:16:05,534.8
5,2024:11:12 16:16:05,40.5
1,2024:11:12 16:17:05,434.6
2,2024:11:12 16:17:05,41.1
3,2024:11:12 16:17:05,543.7
4,2024:11:12 16:17:05,9.3
5,2024:11:12 16:17:05,52.5
1,2024:11:12 16:18:05,408.4
2,2024:11:12 16:18:05,47.3
3,2024:11:12 16:18:05,385.8
4,2024:11:12 16:18:05,170.6
5,2024:11:12 16:18:05,235.8
1,2024:11:12 16:19:05,546.2
2,2024:11:12 16:19:05,77.6
3,2024:11:12 16:19:05,248.6
4,2024:11:12 16:19:05,429.5
5,2024:11:12 16:19:05,498.4
1,2024:11:12 16:20:05,416.4
2,2024:11:12 16:20:05,54.0
3,2024:11:12 16:20:05,502.5
4,2024:11:12 16:20:05,412.7
5,2024:11:12 16:20:05,168.7
1,2024:11:12 16:21:05,393.7
2,2024:11:12 16:21:05,137.8
3,2024:11:12 16:21:05,479.5
4,2024:11:12 16:21:05,150.0
5,2024:11:12 16:21:05,732.8
1,2024:11:12 16:22:05,493.5
2,2024:11:12 16:22:05,49.4
3,2024:11:12 16:22:05,382.2
4,2024:11:12 16:22:05,49.2
5,2024:11:12 16:22:05,246.3
1,2024:11:12 16:23:05,274.9
2,2024:11:12 16:23:05,41.2
3,2024:11:12 16:23:05,6.8
4,2024:11:12 16:23:05,429.4
5,2024:11:12 16:23:05,187.5
1,2024:11:12 16:24:05,451.8
2,2024:11:12 16:24:05,8.9
3,2024:11:12 16:24:05,649.4
4,2024:11:12 16:24:05,643.0
5,2024:11:12 16:24:05,239.2
1,2024:11:12 16:25:05,539.9
2,2024:11:12 16:25:05,52.7
3,2024:11:12 16:25:05,378.6
4,2024:11:12 16:25:05,489.2
5,2024:11:12 16:25:05,218.7
1,2024:11:12 16:26:05,363.4
2,2024:11:12 16:26:05,348.2
3,2024:11:12 16:26:05,410.6
4,2024:11:12 16:26:05,382.3
5,2024:11:12 16:26:05,8.0
1,2024:11:12 16:27:05,541.7
2,2024:11:12 16:27:05,649.4
3,2024:11:12 16:27:05,376.7
4,2024:11:12 16:27:05,52.9
5,2024:11:12 16:27:05,211.4
1,2024:11:12 16:28:05,327.3
2,2024:11:12 16:28:05,55.2
3,2024:11:12 16:28:05,673.0
4,2024:11:12 16:28:05,356.5
5,2024:11:12 16:28:05,579.8
1,2024:11:12 16:29:05,516.1
2,2024:11:12 16:29:05,749.6
3,2024:11:12 16:29:05,654.1
4,2024:11:12 16:29:05,428.0
5,2024:11:12 16:29:05,225.0
1,2024:11:12 16:30:05,478.4
2,2024:11:12 16:30:05,43.7
3,2024:11:12 16:30:05,494.2
4,2024:11:12 16:30:05,496.8
5,2024:11:12 16:30:05,171.8
1,2024:11:12 16:31:05,525.8
2,2024:11:12 16:31:05,123.6
3,2024:11:12 16:31:05,54.8
4,2024:11:12 16:31:05,662.2
5,2024:11:12 16:31:05,213.7
1,2024:11:12 16:32:05,368.6
2,2024:11:12 16:32:05,46.2
3,2024:11:12 16:32:05,426.7
4,2024:11:12 16:32:05,470.9
5,2024:11:12 16:32:05,189.9
1,2024:11:12 16:33:05,454.7
2,2024:11:12 16:33:05,43.0
3,2024:11:12 16:33:05,417.4
4,2024:11:12 16:33:05,102.8
5,2024:11:12 16:33:05,176.0
1,2024:11:12 16:34:05,293.8
2,2024:11:12 16:34:05,49.6
3,2024:11:12 16:34:05,420.8
4,2024:11:12 16:34:05,508.2
5,2024:11:12 16:34:05,226.6
1,2024:11:12 16:35:05,69.0
2,2024:11:12 16:35:05,41.2
3,2024:11:12 16:35:05,464.4
4,2024:11:12 16:35:05,352.1
5,2024:11:12 16:35:05,217.6
1,2024:11:12 16:36:05,416.4
2,2024:11:12 16:36:05,49.4
3,2024:11:12 16:36:05,49.3
4,2024:11:12 16:36:05,384.1
5,2024:11:12 16:36:05,189.0
1,2024:11:12 16:37:05,222.2
2,2024:11:12 16:37:05,51.2
3,2024:11:12 16:37:05,3.8
4,2024:11:12 16:37:05,385.6
5,2024:11:12 16:37:05,230.3
1,2024:11:12 16:38:05,75.0
2,2024:11:12 16:38:05,41.1
3,2024:11:12 16:38:05,538.7
4,2024:11:12 16:38:05,101.3
5,2024:11:12 16:38:05,102.5
1,2024:11:12 16:39:05,299.3
2,2024:11:12 16:39:05,51.8
3,2024:11:12 16:39:05,456.2
4,2024:11:12 16:39:05,150.6
5,2024:11:12 16:39:05,211.5
1,2024:11:12 16:40:05,562.7
2,2024:11:12 16:40:05,53.6
3,2024:11:12 16:40:05,5.0
4,2024:11:12 16:40:05,445.0
5,2024:11:12 16:40:05,174.2
1,2024:11:12 16:41:05,145.9
2,2024:11:12 16:41:05,45.2
3,2024:11:12 16:41:05,394.9
4,2024:11:12 16:41:05,486.0
5,2024:11:12 16:41:05,38.7
1,2024:11:12 16:42:05,542.9
2,2024:11:12 16:42:05,51.2
3,2024:11:12 16:42:05,653.2
4,2024:11:12 16:42:05,451.8
5,2024:11:12 16:42:05,164.0
1,2024:11:12 16:43:05,792.7
2,2024:11:12 16:43:05,133.7
3,2024:11:12 16:43:05,5.1
4,2024:11:12 16:43:05,438.6
5,2024:11:12 16:43:05,228.3
1,2024:11:12 16:44:05,311.7
2,2024:11:12 16:44:05,43.2
3,2024:11:12 16:44:05,477.8
4,2024:11:12 16:44:05,503.8
5,2024:11:12 16:44:05,235.9
1,2024:11:12 16:45:05,413.9
2,2024:11:12 16:45:05,40.8
3,2024:11:12 16:45:05,441.6
4,2024:11:12 16:45:05,395.8
5,2024:11:12 16:45:05,247.4
1,2024:11:12 16:46:05,319.7
2,2024:11:12 16:46:05,714.6
3,2024:11:12 16:46:05,405.9
4,2024:11:12 16:46:05,50.0
5,2024:11:12 16:46:05,196.1
1,2024:11:12 16:47:05,288.5
2,2024:11:12 16:47:05,43.8
3,2024:11:12 16:47:05,535.5
4,2024:11:12 16:47:05,508.7
5,2024:11:12 16:47:05,219.4
1,2024:11:12 16:48:05,396.0
2,2024:11:12 16:48:05,36.2
3,2024:11:12 16:48:05,540.0
4,2024:11:12 16:48:05,365.1
5,2024:11:12 16:48:05,244.8
1,2024:11:12 16:49:05,520.7
2,2024:11:12 16:49:05,44.4
3,2024:11:12 16:49:05,465.4
4,2024:11:12 16:49:05,470.0
5,2024:11:12 16:49:05,235.1
1,2024:11:12 16:50:05,543.9
2,2024:11:12 16:50:05,9.1
3,2024:11:12 16:50:05,502.7
4,2024:11:12 16:50:05,374.6
5,2024:11:12 16:50:05,165.8
1,2024:11:12 16:51:05,533.2
2,2024:11:12 16:51:05,35.9
3,2024:11:12 16:51:05,37.9
4,2024:11:12 16:51:05,716.1
5,2024:11:12 16:51:05,569.0
1,2024:11:12 16:52:05,503.8
2,2024:11:12 16:52:05,53.1
3,2024:11:12 16:52:05,414.4
4,2024:11:12 16:52:05,463.3
5,2024:11:12 16:52:05,751.1
1,2024:11:12 16:53:05,765.7
2,2024:11:12 16:53:05,92.8
3,2024:11:12 16:53:05,400.7
4,2024:11:12 16:53:05,428.4
5,2024:11:12 16:53:05,38.6
1,2024:11:12 16:54:05,503.4
2,2024:11:12 16:54:05,47.9
3,2024:11:12 16:54:05,39.9
4,2024:11:12 16:54:05,465.3
5,2024:11:12 16:54:05,172.3
1,2024:11:12 16:55:05,393.0
2,2024:11:12 16:55:05,38.8
3,2024:11:12 16:55:05,48.7
4,2024:11:12 16:55:05,74.3
5,2024:11:12 16:55:05,168.6
1,2024:11:12 16:56:05,503.3
2,2024:11:12 16:56:05,37.4
3,2024:11:12 16:56:05,51.0
4,2024:11:12 16:56:05,472.4
5,2024:11:12 16:56:05,222.8
1,2024:11:12 16:57:05,435.3
2,2024:11:12 16:57:05,52.3
3,2024:11:12 16:57:05,407.4
4,2024:11:12 16:57:05,548.4
5,2024:11:12 16:57:05,230.3
1,2024:11:12 16:58:05,509.1
2,2024:11:12 16:58:05,559.5
3,2024:11:12 16:58:05,451.3
4,2024:11:12 16:58:05,632.4
5,2024:11:12 16:58:05,201.7
1,2024:11:12 16:59:05,486.3
2,2024:11:12 16:59:05,6.9
3,2024:11:12 16:59:05,444.1
4,2024:11:12 16:59:05,416.5
5,2024:11:12 16:59:05,0.2
1,2024:11:12 17:00:05,63.7
2,2024:11:12 17:00:05,54.7
3,2024:11:12 17:00:05,598.3
4,2024:11:12 17:00:05,448.1
5,2024:11:12 17:00:05,208.7
1,2024:11:12 17:01:05,205.0
2,2024:11:12 17:01:05,42.0
3,2024:11:12 17:01:05,494.5
4,2024:11:12 17:01:05,455.1
5,2024:11:12 17:01:05,228.7
1,2024:11:12 17:02:05,586.8
2,2024:11:12 17:02:05,36.6
3,2024:11:12 17:02:05,370.4
4,2024:11:12 17:02:05,391.4
5,2024:11:12 17:02:05,170.2
1,2024:11:12 17:03:05,545.9
2,2024:11:12 17:03:05,59.9
3,2024:11:12 17:03:05,361.2
4,2024:11:12 17:03:05,533.3
5,2024:11:12 17:03:05,154.8
1,2024:11:12 17:04:05,397.6
2,2024:11:12 17:04:05,66.3
3,2024:11:12 17:04:05,772.2
4,2024:11:12 17:04:05,147.8
5,2024:11:12 17:04:05,165.5
1,2024:11:12 17:05:05,38.2
2,2024:11:12 17:05:05,6.4
3,2024:11:12 17:05:05,475.6
4,2024:11:12 17:05:05,368.5
5,2024:11:12 17:05:05,483.4
1,2024:11:12 17:06:05,369.1
2,2024:11:12 17:06:05,760.8
3,2024:11:12 17:06:05,278.1
4,2024:11:12 17:06:05,436.5
5,2024:11:12 17:06:05,242.0
1,2024:11:12 17:07:05,710.4
2,2024:11:12 17:07:05,115.8
3,2024:11:12 17:07:05,54.8
4,2024:11:12 17:07:05,536.1
5,2024:11:12 17:07:05,195.8
1,2024:11:12 17:08:05,39.6
2,2024:11:12 17:08:05,55.3
3,2024:11:12 17:08:05,11.1
4,2024:11:12 17:08:05,417.6
5,2024:11:12 17:08:05,210.8
1,2024:11:12 17:09:05,680.6
2,2024:11:12 17:09:05,38.3
3,2024:11:12 17:09:05,521.0
4,2024:11:12 17:09:05,528.4
5,2024:11:12 17:09:05,191.9
1,2024:11:12 17:10:05,505.8
2,2024:11:12 17:10:05,46.7
3,2024:11:12 17:10:05,516.7
4,2024:11:12 17:10:05,440.8
5,2024:11:12 17:10:05,796.3
1,2024:11:12 17:11:05,404.8
2,2024:11:12 17:11:05,341.5
3,2024:11:12 17:11:05,488.1
4,2024:11:12 17:11:05,370.0
5,2024:11:12 17:11:05,176.9
1,2024:11:12 17:12:05,507.6
2,2024:11:12 17:12:05,43.2
3,2024:11:12 17:12:05,580.6
4,2024:11:12 17:12:05,401.4
5,2024:11:12 17:12:05,571.3
1,2024:11:12 17:13:05,433.7
2,2024:11:12 17:13:05,72.5
3,2024:11:12 17:13:05,483.3
4,2024:11:12 17:13:05,396.7
5,2024:11:12 17:13:05,83.3
1,2024:11:12 17:14:05,500.2
2,2024:11:12 17:14:05,51.2
3,2024:11:12 17:14:05,104.5
4,2024:11:12 17:14:05,367.9
5,2024:11:12 17:14:05,78.0
1,2024:11:12 17:15:05,281.0
2,2024:11:12 17:15:05,3.4
3,2024:11:12 17:15:05,351.8
4,2024:11:12 17:15:05,658.8
5,2024:11:12 17:15:05,271.1
1,2024:11:12 17:16:05,480.2
2,2024:11:12 17:16:05,35.7
3,2024:11:12 17:16:05,696.1
4,2024:11:12 17:16:05,130.6
5,2024:11:12 17:16:05,171.2
1,2024:11:12 17:17:05,403.8
2,2024:11:12 17:17:05,40.9
3,2024:11:12 17:17:05,512.2
4,2024:11:12 17:17:05,512.5
5,2024:11:12 17:17:05,158.9
1,2024:11:12 17:18:05,721.1
2,2024:11:12 17:18:05,585.8
3,2024:11:12 17:18:05,508.7
4,2024:11:12 17:18:05,442.3
5,2024:11:12 17:18:05,202.0
1,2024:11:12 17:19:05,466.4
2,2024:11:12 17:19:05,42.5
3,2024:11:12 17:19:05,356.9
4,2024:11:12 17:19:05,452.5
5,2024:11:12 17:19:05,369.4
1,2024:11:12 17:20:05,89.4
2,2024:11:12 17:20:05,317.4
3,2024:11:12 17:20:05,500.7
4,2024:11:12 17:20:05,39.7
5,2024:11:12 17:20:05,100.2
1,2024:11:12 17:21:05,336.2
2,2024:11:12 17:21:05,52.4
3,2024:11:12 17:21:05,361.1
4,2024:11:12 17:21:05,740.8
5,2024:11:12 17:21:05,237.3
1,2024:11:12 17:22:05,500.5
2,2024:11:12 17:22:05,37.3
3,2024:11:12 17:22:05,440.0
4,2024:11:12 17:22:05,544.8
5,2024:11:12 17:22:05,490.7
1,2024:11:12 17:23:05,689.1
2,2024:11:12 17:23:05,39.9
3,2024:11:12 17:23:05,364.5
4,2024:11:12 17:23:05,508.1
5,2024:11:12 17:23:05,158.9
1,2024:11:12 17:24:05,368.3
2,2024:11:12 17:24:05,49.1
3,2024:11:12 17:24:05,244.7
4,2024:11:12 17:24:05,249.3
5,2024:11:12 17:24:05,179.8
1,2024:11:12 17:25:05,433.5
2,2024:11:12 17:25:05,41.6
3,2024:11:12 17:25:05,400.4
4,2024:11:12 17:25:05,624.0
5,2024:11:12 17:25:05,266.2
1,2024:11:12 17:26:05,542.0
2,2024:11:12 17:26:05,36.5
3,2024:11:12 17:26:05,743.1
4,2024:11:12 17:26:05,54.1
5,2024:11:12 17:26:05,205.3
1,2024:11:12 17:27:05,348.3
2,2024:11:12 17:27:05,62.1
3,2024:11:12 17:27:05,406.0
4,2024:11:12 17:27:05,532.4
5,2024:11:12 17:27:05,173.3
1,2024:11:12 17:28:05,538.7
2,2024:11:12 17:28:05,3.8
3,2024:11:12 17:28:05,165.1
4,2024:11:12 17:28:05,124.8
5,2024:11:12 17:28:05,196.5
1,2024:11:12 17:29:05,589.8
2,2024:11:12 17:29:05,53.9
3,2024:11:12 17:29:05,368.0
4,2024:11:12 17:29:05,88.8
5,2024:11:12 17:29:05,172.7
1,2024:11:12 17:30:05,512.7
2,2024:11:12 17:30:05,55.0
3,2024:11:12 17:30:05,116.8
4,2024:11:12 17:30:05,414.6
5,2024:11:12 17:30:05,54.2
1,2024:11:12 17:31:05,445.1
2,2024:11:12 17:31:05,38.4
3,2024:11:12 17:31:05,536.4
4,2024:11:12 17:31:05,659.0
5,2024:11:12 17:31:05,214.6
1,2024:11:12 17:32:05,778.0
2,2024:11:12 17:32:05,109.3
3,2024:11:12 17:32:05,521.4
4,2024:11:12 17:32:05,504.7
5,2024:11:12 17:32:05,152.8
1,2024:11:12 17:33:05,530.8
2,2024:11:12 17:33:05,592.5
3,2024:11:12 17:33:05,54.9
4,2024:11:12 17:33:05,548.1
5,2024:11:12 17:33:05,352.4
1,2024:11:12 17:34:05,490.8
2,2024:11:12 17:34:05,690.5
3,2024:11:12 17:34:05,498.1
4,2024:11:12 17:34:05,445.3
5,2024:11:12 17:34:05,209.1
1,2024:11:12 17:35:05,417.4
2,2024:11:12 17:35:05,37.5
3,2024:11:12 17:35:05,710.5
4,2024:11:12 17:35:05,49.1
5,2024:11:12 17:35:05,242.4
1,2024:11:12 17:36:05,41.5
2,2024:11:12 17:36:05,44.9
3,2024:11:12 17:36:05,37.7
4,2024:11:12 17:36:05,3.2
5,2024:11:12 17:36:05,198.7
1,2024:11:12 17:37:05,452.8
2,2024:11:12 17:37:05,43.6
3,2024:11:12 17:37:05,466.7
4,2024:11:12 17:37:05,418.7
5,2024:11:12 17:37:05,220.1
1,2024:11:12 17:38:05,344.4
2,2024:11:12 17:38:05,36.9
3,2024:11:12 17:38:05,359.4
4,2024:11:12 17:38:05,368.0
5,2024:11:12 17:38:05,192.0
1,2024:11:12 17:39:05,390.9
2,2024:11:12 17:39:05,703.8
3,2024:11:12 17:39:05,517.5
4,2024:11:12 17:39:05,484.9
5,2024:11:12 17:39:05,177.9
1,2024:11:12 17:40:05,499.2
2,2024:11:12 17:40:05,622.1
3,2024:11:12 17:40:05,37.6
4,2024:11:12 17:40:05,444.4
5,2024:11:12 17:40:05,144.3
1,2024:11:12 17:41:05,156.4
2,2024:11:12 17:41:05,638.8
3,2024:11:12 17:41:05,736.5
4,2024:11:12 17:41:05,450.1
5,2024:11:12 17:41:05,227.1
1,2024:11:12 17:42:05,482.3
2,2024:11:12 17:42:05,41.4
3,2024:11:12 17:42:05,720.9
4,2024:11:12 17:42:05,51.8
5,2024:11:12 17:42:05,210.0
1,2024:11:12 17:43:05,700.4
2,2024:11:12 17:43:05,48.5
3,2024:11:12 17:43:05,201.9
4,2024:11:12 17:43:05,526.8
5,2024:11:12 17:43:05,208.8
1,2024:11:12 17:44:05,433.2
2,2024:11:12 17:44:05,126.8
3,2024:11:12 17:44:05,532.2
4,2024:11:12 17:44:05,107.1
5,2024:11:12 17:44:05,615.2
1,2024:11:12 17:45:05,489.4
2,2024:11:12 17:45:05,45.3
3,2024:11:12 17:45:05,581.6
4,2024:11:12 17:45:05,388.4
5,2024:11:12 17:45:05,453.3
1,2024:11:12 17:46:05,531.2
2,2024:11:12 17:46:05,11.8
3,2024:11:12 17:46:05,535.6
4,2024:11:12 17:46:05,518.1
5,2024:11:12 17:46:05,159.9
1,2024:11:12 17:47:05,449.7
2,2024:11:12 17:47:05,53.8
3,2024:11:12 17:47:05,38.6
4,2024:11:12 17:47:05,135.9
5,2024:11:12 17:47:05,166.0
1,2024:11:12 17:48:05,333.9
2,2024:11:12 17:48:05,36.3
3,2024:11:12 17:48:05,475.5
4,2024:11:12 17:48:05,409.5
5,2024:11:12 17:48:05,154.6
1,2024:11:12 17:49:05,506.0
2,2024:11:12 17:49:05,48.3
3,2024:11:12 17:49:05,421.8
4,2024:11:12 17:49:05,739.3
5,2024:11:12 17:49:05,102.2
1,2024:11:12 17:50:05,407.6
2,2024:11:12 17:50:05,4.3
3,2024:11:12 17:50:05,404.4
4,2024:11:12 17:50:05,173.6
5,2024:11:12 17:50:05,154.2
1,2024:11:12 17:51:05,397.6
2,2024:11:12 17:51:05,9.4
3,2024:11:12 17:51:05,371.8
4,2024:11:12 17:51:05,70.3
5,2024:11:12 17:51:05,216.8
1,2024:11:12 17:52:05,703.9
2,2024:11:12 17:52:05,40.5
3,2024:11:12 17:52:05,671.5
4,2024:11:12 17:52:05,396.6
5,2024:11:12 17:52:05,40.1
1,2024:11:12 17:53:05,532.3
2,2024:11:12 17:53:05,138.9
3,2024:11:12 17:53:05,714.6
4,2024:11:12 17:53:05,310.5
5,2024:11:12 17:53:05,202.4
1,2024:11:12 17:54:05,527.5
2,2024:11:12 17:54:05,54.1
3,2024:11:12 17:54:05,545.8
4,2024:11:12 17:54:05,543.5
5,2024:11:12 17:54:05,179.7
1,2024:11:12 17:55:05,52.6
2,2024:11:12 17:55:05,42.5
3,2024:11:12 17:55:05,491.9
4,2024:11:12 17:55:05,468.6
5,2024:11:12 17:55:05,225.2
1,2024:11:12 17:56:05,454.9
2,2024:11:12 17:56:05,9.5
3,2024:11:12 17:56:05,422.3
4,2024:11:12 17:56:05,685.5
5,2024:11:12 17:56:05,722.2
1,2024:11:12 17:57:05,371.4
2,2024:11:12 17:57:05,44.8
3,2024:11:12 17:57:05,755.6
4,2024:11:12 17:57:05,549.9
5,2024:11:12 17:57:05,202.9
1,2024:11:12 17:58:05,451.6
2,2024:11:12 17:58:05,9.0
3,2024:11:12 17:58:05,389.3
4,2024:11:12 17:58:05,505.6
5,2024:11:12 17:58:05,192.5
1,2024:11:12 17:59:05,353.9
2,2024:11:12 17:59:05,45.6
3,2024:11:12 17:59:05,796.3
4,2024:11:12 17:59:05,384.2
5,2024:11:12 17:59:05,165.2
1,2024:11:12 18:00:05,303.1
2,2024:11:12 18:00:05,41.0
3,2024:11:12 18:00:05,369.4
4,2024:11:12 18:00:05,385.3
5,2024:11:12 18:00:05,231.7
1,2024:11:12 18:01:05,361.6
2,2024:11:12 18:01:05,55.1
3,2024:11:12 18:01:05,46.1
4,2024:11:12 18:01:05,394.1
5,2024:11:12 18:01:05,43.9
1,2024:11:12 18:02:05,786.1
2,2024:11:12 18:02:05,95.6
3,2024:11:12 18:02:05,497.7
4,2024:11:12 18:02:05,503.7
5,2024:11:12 18:02:05,586.9
1,2024:11:12 18:03:05,482.3
2,2024:11:12 18:03:05,123.1
3,2024:11:12 18:03:05,44.8
4,2024:11:12 18:03:05,372.2
5,2024:11:12 18:03:05,39.3
1,2024:11:12 18:04:05,655.3
2,2024:11:12 18:04:05,46.0
3,2024:11:12 18:04:05,4.6
4,2024:11:12 18:04:05,416.0
5,2024:11:12 18:04:05,238.0
1,2024:11:12 18:05:05,503.8
2,2024:11:12 18:05:05,60.2
3,2024:11:12 18:05:05,413.5
4,2024:11:12 18:05:05,442.1
5,2024:11:12 18:05:05,242.4
1,2024:11:12 18:06:05,135.7
2,2024:11:12 18:06:05,318.0
3,2024:11:12 18:06:05,390.7
4,2024:11:12 18:06:05,425.7
5,2024:11:12 18:06:05,584.9
1,2024:11:12 18:07:05,272.5
2,2024:11:12 18:07:05,594.9
3,2024:11:12 18:07:05,376.0
4,2024:11:12 18:07:05,512.4
5,2024:11:12 18:07:05,210.4
1,2024:11:12 18:08:05,37.1
2,2024:11:12 18:08:05,7.9
3,2024:11:12 18:08:05,371.2
4,2024:11:12 18:08:05,545.1
5,2024:11:12 18:08:05,202.6
1,2024:11:12 18:09:05,461.7
2,2024:11:12 18:09:05,47.0
3,2024:11:12 18:09:05,353.4
4,2024:11:12 18:09:05,74.3
5,2024:11:12 18:09:05,169.2
1,2024:11:12 18:10:05,387.9
2,2024:11:12 18:10:05,37.5
3,2024:11:12 18:10:05,535.2
4,2024:11:12 18:10:05,713.2
5,2024:11:12 18:10:05,40.7
1,2024:11:12 18:11:05,422.3
2,2024:11:12 18:11:05,55.4
3,2024:11:12 18:11:05,462.4
4,2024:11:12 18:11:05,415.4
5,2024:11:12 18:11:05,430.4
1,2024:11:12 18:12:05,423.1
2,2024:11:12 18:12:05,4.7
3,2024:11:12 18:12:05,406.0
4,2024:11:12 18:12:05,398.9
5,2024:11:12 18:12:05,185.0
1,2024:11:12 18:13:05,328.9
2,2024:11:12 18:13:05,42.0
3,2024:11:12 18:13:05,448.7
4,2024:11:12 18:13:05,484.4
5,2024:11:12 18:13:05,195.3
1,2024:11:12 18:14:05,798.2
2,2024:11:12 18:14:05,40.4
3,2024:11:12 18:14:05,533.8
4,2024:11:12 18:14:05,457.3
5,2024:11:12 18:14:05,54.3
1,2024:11:12 18:15:05,362.9
2,2024:11:12 18:15:05,6.5
3,2024:11:12 18:15:05,504.7
4,2024:11:12 18:15:05,449.2
5,2024:11:12 18:15:05,180.5
1,2024:11:12 18:16:05,413.0
2,2024:11:12 18:16:05,643.0
3,2024:11:12 18:16:05,411.0
4,2024:11:12 18:16:05,357.3
5,2024:11:12 18:16:05,529.4
1,2024:11:12 18:17:05,376.1
2,2024:11:12 18:17:05,48.1
3,2024:11:12 18:17:05,631.2
4,2024:11:12 18:17:05,453.8
5,2024:11:12 18:17:05,179.0
